"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013"
1,-0.0204764002198541,-0.0532069474667765,0.0170570573399056,0.00353958720058224,0.006707002840604,-0.00350854303677566,0.00691829671752144,-0.0140518809216745,0.00250344260564973,-0.0382265732507097,-0.0503680791305142,-0.0418210055071773,-0.00165045869262325,-0.0369586774781357,-0.04412729963544,-0.0187567090563354,-0.0390960504754066,-0.0779225992469213,0.0384444394989698,-0.00303564085225206,-0.00664994582764901,0.00364763516591429,0.00182305917086038,-0.0299649492883597,-0.0183026413398315,0.0223821922684535,0.00862065064474909,0.00498827878213468,0.00943229009302216,-0.0152184865966209,0.00938457599367648,0.011005953933463,0.0105517760360626,0.0310593320276667,0.0113778619985424,-0.00604888303852619,0.0467130575837037,0.0127693035399342,-0.0387134853124418,0.0596242875189406,-0.00292079414076882,0.0443422786613393,0.0433083213708251
