"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009"
1,0.0097400020714602,0.00293831017231216,-0.00227975467529795,-0.0054314876839241,0.0711327454937242,0.0718602351661536,0.0729530703476542,0.0736863828758434,0.0739183426517216,0.0816647102259391,0.0816647102259324,0.0816647102258911,0.0816647102258853,0.0816647102258822,0.0816647102257383,0.0149481843395054,0.0149481843381114,0.0149481843363803,0.0149481843346724,0.0149481843333366,0.0149481843324484,-0.256498601898581,-0.405765346183994,0.493889093804701,0.00632044982546809,0.00629228505150814,-0.00377510954504734,-0.0477180055529357,-0.0507741764744964,0.0075596690378088,-0.0886737521400198,-0.0211439577667569,0.0778798926915061,-0.0108349123913437,-0.00318802702692704,-0.0245802569346152,0.0572255258440562,-0.00755953678880206,-0.00208916402289749
