"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011"
1,-0.0292342020523473,-0.00608359954600191,-0.00603722795970804,0.124154263803169,0.049720376852969,-0.0358297230659566,-0.0483025829586337,-0.0381281863064826,-0.021084227136893,-0.00638496604638969,0.0381092507572094,-0.0418161054819766,-0.0418891764853291,-0.00588235166694646,0.00247820636753019,0.0596142109449865,0.0327481234843401,-0.0159384827587896,0.013746093425487,0.106403303214758,0.0667858465910988,0.0510043148505872,0.018114042104091,0.000448113832286245,-0.0270800024903456,-0.0335789943287799,0.00642520937328049,-0.00445139809949596,-0.00916956390661276,-0.000592067977962688,0.00788483371610131,0.0178632968127209,0.0148366563875837,-0.0145196971312662,0.138992131284022,-0.0511759854392629,0.102614621213694,-0.024077986765426,0.0516780527949072,0.029470489705595,0.0450200447633152
