"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014"
1,0.0214165265262587,-0.0299139895051076,-0.023524604225585,0.0200850681874391,0.0354467362399398,0.0440844729610518,0.00266971632067684,0.0348319872750299,0.0388164758401444,0.0402008717832939,0.0120692188307949,0.0132749883782119,0.024228966197224,0.0201810526770047,0.0107736492710753,0.0182856654653016,0.0104553883684927,0.0854843838474175,0.0812421642523109,-0.0094023285345706,-0.00215486989055032,0.00557443206165597,0.0202552327098496,-0.00560213625092857,-0.0136434863092205,-0.0108409668386761,0.033960525439922,0.0363039730908502,-0.0150174746078914,-0.0121620872330833,-0.0365073398013364,-0.040960389082975,0.108283931329899,-0.0162304423721227,-0.0342629996768084,-0.0227107215062225,-0.0164029912385083,0.00984342814004307,-0.00238259216917483,0.0135729014525864,0.135778264248166,-0.283616513300692,0.00602288311008342,0.00601268222718576
