"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008"
1,-0.035618558199191,-0.0100634505385008,-0.00831145410146128,-0.00452975558035557,0.00200640049717654,0.00135647231582734,0.00103100843946084,-0.00155558210419241,-0.00393623615588095,-0.00316662736493272,-0.00040800401738907,-0.0161641699130686,-0.0107845705317138,-0.120674133551097,0.123239257305936,-0.0505897798426846,0.0285747354042167,0.000705811696727338,0.0234673191862295,-0.0050848426591552,0.0189551145579192,-0.00542730595783519,0.00093550640561659,0.00522087202777141,0.00220604155237752,-0.0283418432062529,-0.0286893706258684,-0.0243156412768781,-0.0245449387632882,-0.00375129557675661,-0.00226816309974824,0.0257519692951659,0.0107357220483802,-0.0342009278998216,0.0149925917882127,-0.154178567214049,-0.129013230542347,0.0182240229589329
