"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007"
1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-0.1419983281826,-0.0817817905348571,-0.0175955750605569,0.0298427170661106,0.0487810283918872,0.0535784209046062,0.0576922399140969,0.05430642640605,0.107036158719715,0.0451644935326841,0.058416441488888,0.0656728665730613,0.0607338568710281,0.101307627210715,-0.248774048132535,0.0237136928477522,0.842225078168526
