"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009"
1,0.0233459555359183,-0.0001287948740476,-0.0001287948740476,-0.0001287948740476,-0.0001287948740476,-0.00266228681277569,-0.00266228681277569,-0.00266228681277569,-0.00266228681277525,-0.00266228681277569,-0.00266228681277569,-0.00266228681277569,-0.00266228681277569,-0.00266228681277525,-0.00266228681277569,-0.0017748578751838,-0.0017748578751838,0.0209041274278077,0.0171154101338419,-0.0579302377481571,0.0327237933481094,0.0574814438062813,0.0268949414591667,0.0623239803605222,0.0799834309727547,-0.0902438313398135,0.0179073263678556,0.0368714176076662,0.036068860752262,0.411917797652475,-0.0129469650793515,-0.137671453877928,-0.104509573161598,0.318888632527199,0.0193356980604925,0.209182845677258,-0.18693107869685,0.0345119688869545,0.109955158638397
