"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003"
1,-99,-99,-99,-99,-99,-99,-99,-99,-99,0.0352206447868313,0.0352063698176228,0.0350895917419338,0.0347689045617861,0.0342049832086451,0.0334280528585031,0.0324912268572186,0.0314396084875304,0.0303284605374032,0.0292485992753817,0.0283037058179985,-0.182281417333674,-0.0305494113606828,-0.0308164176959371,-0.237060697570424,-0.237324400405245,0.343004543166159,0.342852393599035,0.0766199655610444,0.0766120280124483,-0.106445278263594,-0.119378507834605,0.0878699793500604,-0.0823000290420457
