"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012"
1,-0.00264753878561257,-0.00833728408768554,-0.005894467519505,-0.00406163309913949,-0.00848062113370841,-0.00703810370313897,-0.00507978568679466,-0.00542283843019943,-0.014926524668894,-0.0239276112647498,-0.0337804155312059,-0.0464574491232069,0.00135063747463752,0.00515453793799798,-0.017871674405733,-0.0360759029134576,-0.0280812531674366,-0.00892027574378602,0.00803266110527754,-0.0221530885465022,-0.0529399629035469,0.0458350985244295,-0.0890953842168442,-0.00640270691667323,-0.0188414136658866,-0.0340991791605798,-0.0480963115881031,-0.0695526531800867,-0.0538907897607709,-0.0479362250503377,-0.00415029168375412,-0.017160177642488,-0.0106188573081589,-0.0197022770711961,-0.0600613539634958,0.0137770686887617,0.0050225350217211,0.0134207135589082,0.00285485764794413,-0.182101064547943,0.123426622868949,-0.58300608664976
