"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010"
1,0.000533578929841294,0.00053357892984085,0.0578466479354856,0.0529337638830549,0.0429390525224216,0.0298219331120719,0.0170599855810409,-0.0047774686271449,-0.0157835678614863,-0.0161800321057231,0.00655989288389982,0.037469938665438,-0.0240702114738178,-0.0480470081198083,-0.0523565814669373,0.0884550291905279,-0.199010038689363,0.0543730692274058,0.0626388480601986,0.0602675748767232,0.0604094728072337,0.0600249776571391,0.0596562284208278,0.0660274707849126,0.0670984949632089,-0.0151758007873413,-0.0149657078540242,-0.0118642979742417,-0.00659637705833218,-0.000808992521079097,-0.0215242272816302,0.0334021531803493,0.0327212248990544,0.00943228633281165,-0.162890351772714,0.20136362802195,0.0349158354856545,-0.0405872199705015,-0.123114996963658,0.109534945308458
