"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010"
1,0.0368482294510727,0.044930851098851,0.044930851098851,0.0449308510988509,0.044930851098851,0.030841707428694,0.030841707428694,0.0308417074286941,0.030841707428694,0.0543223422014203,0.0279424091341772,0.0279424091341772,0.0260292782069783,-0.0302029823849249,0.0260292782069784,0.0260180690282215,0.0260180690282216,0.0162510935253207,0.0119292875333995,0.0157880925525596,0.0189213912924004,0.00857703452479301,0.0166383429280746,0.0149980593358788,0.0115461464179633,0.0192219526599712,-0.0301591832906491,-0.0200344621938497,-0.0159086403558682,-0.0314415813940429,-0.031028730215653,-0.0167747932770321,-0.0118840939657909,-0.00691329359816322,-0.00394802787613878,-0.00632090623513853,-0.00632090623513848,-0.0152771299960772,-0.0152771299960772,-0.0152771299960772
