"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009"
1,-0.0251051304704339,-0.0251051304704344,-0.0251051304704339,-0.0251051304704344,-0.0251051304704339,-0.0317038795593316,-0.0317038795593316,-0.0317038795593316,-0.0317038795593317,-0.0317038795593316,-0.0212144115484875,-0.0212144115484877,-0.0212144115484875,-0.0212144115484877,-0.0192690520875143,-0.0543231730146905,-0.0543088014318396,-0.0541637606929921,-0.0537143910250744,0.0954314232051337,-0.00652612583962407,-0.0062772356869172,-0.00544263276982398,-0.0046541699288849,-0.0227880586963734,0.109442747633801,-0.0236979768842046,-0.0236108511117036,-0.0374605524610057,-0.0217253271707649,-0.0925433415672287,-0.0924034553753647,-0.00302071416653377,-0.0208186084886157,0.0847188695685906,-0.131479227085002,0.0429839679395404,0.0430766498067413,0.0431043762149982
