"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011"
1,-0.0397754461878975,-0.0160945400495068,0.0259809534741543,0.0245401324128792,0.0030944939653706,-0.0113991470379686,-0.00129592713318836,0.000263851283134301,-0.0194641102161611,-0.022055375980385,-0.00847407519925124,0.0149281319367193,0.0203452924083442,0.0207727036884751,0.00762848261816449,0.0154143513303434,0.01038445816875,0.0001313537069218,-0.0513330256389736,0.0424958726344679,0.0801129921409997,-0.0080316003340649,-0.027566702265191,-0.0174663531040826,-0.0274213543450706,-0.0284474850326062,-0.0449161293585049,-0.0405952856047004,0.0494834006516525,0.00467037878088322,0.0114403474595581,0.0444542795628512,-0.0330706356209794,-0.0356823487952466,-0.0285214087777697,-0.0302815547423008,0.00905854554102987,-0.000928281860212434,0.00267387850424798,-0.188932933333186,0.0301575365370652
