"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014"
1,0.0132071259994363,0.0296569601195375,0.0102577348611514,0.0556887561899323,0.0041591240080267,-0.00706532165870618,0.0212773341739409,0.0252787805155603,0.0319237033943254,0.0452527982068612,-0.0102137123696303,-0.000471481818641225,0.00766389055206734,-0.0143998991653444,0.0125296911478184,-0.000118128589793431,0.00223371654699261,-0.00348282887052298,-0.0139649022920867,-0.0137453736081448,-0.00591007248808532,-0.00283389561517522,0.0075961856571913,0.00824619085870052,-0.0084757914999837,-0.00788368635401527,0.0573056685682898,-0.0694186933485313,-0.0337034957781281,-0.0112861930245069,-0.00884004171796507,-0.004888438725174,0.021661077198629,-0.0196338956030103,0.0199466078581661,0.0199955543649719,0.00770305310596303,0.0254874573402553,-0.0244493515477948,0.0474802307346239,-0.00600995222589009,0.0281866769701146,0.0100922872854902,-0.0807548152890902
