"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010"
1,-99,-99,-99,-99,0.0319167824936057,0.0319167824936057,0.0319167824936062,0.00919176071122862,0.0914298108690899,0.0914298108690899,0.00861320098725527,0.00861320098725527,0.111606183230052,0.0107981151474755,0.0107981151474755,-0.00431539870148573,-0.0458470886664086,-0.0458470886664085,-0.0455320451758157,-0.0386988686752667,-0.0441202604107059,-0.0438773678802822,-0.0415025938546404,0.0874830497503917,0.0301552675611883,-0.00699331651178009,-0.0245445878954929,-0.0275413234727752,-0.0495879216138285,-0.0202393784378816,-0.00683486617007817,-0.0279337026605273,-0.00592229527856716,-0.0122270113072216,-0.0205460911145358,-0.00268678927801452,-0.0205409673975231,-0.00704764382636169,0.0226729503453735,-0.00454234278766097
