"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013"
1,-0.0119485913282004,-0.0130479530699558,-0.0120771894032272,-0.0139348352629173,-0.0150013286338458,-0.0207290943110163,-0.00730974741773492,-0.00888521751956855,-0.0166321517259927,-0.0221240983190103,-0.0186726768203006,-0.00733714541816777,-0.00328201870627792,-0.00504749741584226,-0.0235486423632906,0.0220904634322982,-0.0218265274564052,-0.00853192958521195,-0.0111695864821804,-0.010264499934931,-0.0699819840489061,-0.139485397201296,0.0490254304299873,-0.206328728822778,-0.00455177473215047,-0.0702656563028378,-0.102682375017993,-0.0755217620503343,-0.0322735495915686,-0.138725897749239,-0.00813964263835694,0.0683254791886427,0.0588696895174735,0.0538209150210674,0.0356664336120872,-0.0206388067032926,0.0133353259707122,-0.0311650247328317,-0.0524065014140559,-0.0217317189728513,-0.00338112139772977,0.0189223021427669,0.0300587066837535
