"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014"
1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-0.0734438557244433,-0.0295889318537996,0.0754973715670615,-0.10829349195271,-0.0724604160355733,-0.04600035175893,0.0718449899949281,-0.0732183210056064,-0.0448812797254262,-0.0156663985013752,-0.0618381609521635,-0.0467465329150289,-0.0312293841421817,-0.029855303108805,-0.0981982134482792,-0.0137210679793373,-0.0922342234555019,-0.071524917367644,-0.041303718195995,-0.0595086989965204,-0.0595086990060794,-0.228699935267727,0.0992749164040922,-0.0125031875818575,0.20322733090137,0.475414790905645,0.118972233627156,-0.0559366271274276,-0.0122404521840247,0.0837739290247543,-0.0449189622662005
