"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012"
1,-0.00294549927224881,-0.000722058991685983,-0.000318081359199703,0.00024887506963264,0.00813422248811055,0.0379645860614162,0.0385934805233146,-0.00806980694585972,0.0283012200097233,0.0191994465048546,0.0275383319874773,0.0238846309437603,0.0422076290258922,-0.0637038606680145,-0.0638495124371873,0.0181620649409928,0.00650222555118541,0.0382128970021621,0.0177263915179907,-0.0226311222370191,0.00384545852014315,-0.0286347753959316,-0.0362388040400521,-0.00220921042321071,0.00154816786974922,0.000560623011756553,-0.0138856207067277,-0.057477732014329,0.012865923709457,0.0267619401928338,-0.163867881570188,0.0195815279848262,0.186269254246065,0.201202365605225,0.111766699451605,0.106639434554492,-0.0733397895865677,-0.000389087109093578,-0.00152251284924243,0.199891280682309,0.0750341122666645,0.0394944528892474
