"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012"
1,0.00928778687878167,0.0132049875664891,-0.00178284732335116,0.0103952678103289,0.0201698543991442,0.0246046996943532,0.0181329439275112,0.0375556868865876,-0.044329402562739,-0.0507714714481081,0.0344437796431299,0.0392229069994174,0.0248255867886269,0.0123107249409737,0.0115027536898556,0.0233961616275603,0.136962889754839,0.0343375035275299,0.0680557016786183,0.00529540505245573,-0.0514779378094928,0.0442204136053316,0.00962735752533446,-0.0592628438336753,0.037711186762122,0.050848910679184,0.0457665143662269,0.0318542810334422,0.0364586681580284,0.0522359975799016,0.00156496706802107,0.057844959072841,0.0286609689250212,0.0741618473838102,-0.0397064974348278,0.0464217329421242,0.0785069895167433,-0.0819052866360455,-0.0915597954176904,0.245277697715304,0.0206841958675989,0.0864685849415699
