"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007"
1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-0.0267024377669225,-0.0292899775273248,-0.0292538866159322,-0.0291997502488434,-0.0291275684260578,-0.0131205689367557,-0.0193302449961723,-0.0228779493336102,-0.0196869753145251,-0.0205658725100439,-0.016779114077586,-0.0201018757273551,-0.0247001754205437,-0.0175021745611445,-0.00473153194822028,-0.00762132060135053,-0.0153973332757785,-0.014714922758372,0.01540070450278,0.00578029196842643,0.088281442239586,0.111452033792269,0.0896017413149239,0.0508589364795634,-0.0634503298163013,0.212848326496514,0.206546137646744,0
