"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014"
1,0.111005679975052,0.140278230095598,0.0967587149051124,0.00570410120790001,-0.018184426332125,-0.0180231562250211,-0.0374660129088213,-0.0708076107741177,-0.0661634676798714,0.0165153712774724,0.0615717863673347,-0.0472709403825269,-0.0540010084295413,-0.0361388108754412,-0.0187863813114768,0.229673311277769,0.00873017621794823,0.00632376244204981,-0.00153133419194858,0.0974764171715441,-0.04937573034955,-0.032182918973744,-0.014311080596009,-0.013334494088983,-0.0252047685467879,-0.0262423475196721,-0.00596372073836478,0.0205003140364272,0.0332141023411048,0.0301737965012067,0.0251601688209967,0.0293399199779938,0.0449127229923306,0.0544960745782214,0.0505285015854009,0.031497181004507,0.110464603256149,0.0159844463854277,-0.037026399799505,-0.0410788844791203,-0.00191873724357183,-0.0279235720929184,-0.0365551122833045,-0.0380781404807269
