"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014"
1,-0.00716155460008488,-0.00657140870130482,-0.00459363709283702,-0.00122501785833022,-8.64012330493874e-05,-0.00117274949324446,-0.00231413198433597,-0.00260336886539568,-0.00228874716454943,-0.00197975927280225,-0.0026386897219889,-0.00270290209582712,-0.000439512213991738,0.000488975273093787,1.552462846746e-05,-0.00199823103575884,-0.0032667955641195,-0.00283029636507862,-0.00039637083365361,0.00119120748198465,0.00163878152576503,0.00344514777331961,0.00674362538145417,0.016783955952369,0.0141162677648354,0.0114784623857398,0.00549029785880195,0.000568345027079981,-0.00241859212207186,-0.00328328304107795,-0.0027854004138828,0.000671896571494789,0.00593687494611962,0.00922647393911679,0.012607971185626,0.0147776736555587,0.0135715770857237,0.0106088465792454,0.0114249988384873,0.0152191108047488,0.0192199703532513,0.00389823462879493,0.00136099579796231,-0.00186817871029358
