"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012"
1,0.00236876169723579,0.00541322628832116,0.00629545790237204,0.0150536711636014,0.0195014163995294,0.0179237675291472,0.0134924809059728,0.012267444601974,0.00622329452912644,-0.00201980664279839,-0.00708842212074322,-0.00471153461133724,0.00761948123379158,0.0102481384425985,0.02463523097601,0.0307192209380712,0.0177432856886241,0.0231134520796435,0.0111932475724816,0.0200777249251079,0.00456570553574322,-0.0044341717268987,-0.00204783693497306,0.0141833324392833,0.0125202133434159,0.0171197386270087,0.000628973397891819,0.00634136787120107,-0.00524273858428821,0.00470824307052045,0.0244775376688193,-0.0361335306002364,-0.0369216942692253,-0.0128166181649183,-0.00354869153194375,0.0102767697542271,0.00249713518424586,-0.00373262553833599,0.00175300481647802,-0.00912788511468052,0.0476798396658814,0.100383610552631
