"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011"
1,-0.158506931743426,-0.0440192325334965,0.0053703172778497,0.0233277954788297,-0.0147591342405483,-0.0118047494141699,-0.0921442022284692,-0.111642680050139,-0.0259463897504412,-0.0410494231843525,-0.017526183626519,-0.00405335690861091,-0.0293870360105096,-0.0414688839222098,-0.0347296891764539,-0.0336339770223071,-0.0192630520455616,-0.0813855017147266,-0.0711377952168795,0.0177464362695252,-0.0269772190138002,-0.0336128049491373,-0.00591468293324014,-0.00778375107908783,0.0140695772635881,-0.0199196234600638,-0.0150590764139547,-0.0238270124287761,0.00899537461581999,0.0301730099507466,-0.0280750067005721,-0.0324343105394485,-0.0901431750290646,-0.00477305650403937,-0.0181695972203644,0.0713058440422272,0.0477356984840769,-0.0351730302882843,-0.0434119330992112,0.201490371768729,-0.199775722010101
