"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012"
1,0.0126097636374502,0.0155381032284873,-0.117627341970037,0.0115698941760984,0.0106915104108625,0.00147664478305623,-0.00053599720651066,0.00195063944903982,0.0462943624987163,0.0200243809884311,0.0149074139948397,0.0150506968307963,0.000305762181612542,0.0164749698805033,0.0269272187360828,-0.0741795699013125,-0.0114870561179207,0.0143502072688006,0.0878387039939131,-0.0202444205015467,0.0290737916563569,0.0364914804592298,0.02612649421947,-0.0190388320464678,0.0303043627394923,-0.030189468572071,0.0285347535988679,0.0110335768040737,0.0108819177046237,-0.0399317306385576,-0.0620684187515801,-0.00625598969989008,0.0147616779715705,-0.0177732988041328,-0.000741583111254017,0.0408314008149066,-0.0323617160650779,0.0618075691046061,0.0738162380252115,0.0712617782208965,-0.0918619757363169,-0.0840221649232964
