"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010"
1,-0.004519152497241,-0.004519152497241,0.00680126859182262,0.00700986180650052,0.00322176354736143,0.00530139569454567,0.00440183573188249,0.00422434300971524,0.030017197248642,0.0270113118778925,0.0227825946805505,0.0131745719437344,0.0160846558653095,0.0147806491573161,0.00867551947691158,0.0206466936852139,0.0177820025857194,0.0168943545497529,0.120562362289501,0.0679073911160006,-0.00341916918890981,-0.0111113361379585,-0.00142428290243884,0.0236309177251804,-0.0197185007363199,-0.123547263949189,-0.0311017087496811,0.0850227260355581,0.0858449116304788,0.0219731553905482,-0.00601318743841059,-0.018862575636684,-0.0188623974350104,-0.0274792434449939,-0.00371481406553353,-0.0104662480876837,-0.0104660767665542,0.0160386113380818,-0.0223772994068839,-0.00813578699403017
