"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013"
1,0.00958613150076298,0.0095732518072153,0.00558392023248722,0.0015776316661032,0.00268186085735955,0.00424727450431516,0.00467038129550241,0.0108633688728841,-0.00825679536117487,-0.00723832994128943,-0.00198794186062948,-0.0326126765096993,-0.0235426305911958,-0.00167240776633715,0.0273787455381592,0.0201655173419454,-0.00759909131841587,-0.00862809393501896,-0.00191562574603508,0.0134455341110662,0.00953711751853652,0.025019165947362,-0.03671883307172,0.027215558969136,-0.00820926338747182,-0.00645649928245296,-0.00557987600443935,-0.0149666231805011,-0.0124959419852562,-0.0220786995147908,-0.0383168371703633,-0.00888570761320382,0.0178316323236629,-0.0155234574196502,0.0117912374767052,0.0262379976129802,-0.0152998479095915,0.0439313759322927,0.0133713028568604,-0.0470209987964128,-0.0538922288083329,0.00261534365746823,0.00708332566406365
