"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013"
1,-0.0194523101900365,-0.0189680238771398,-0.0141127471153463,-0.0120460140860628,-0.0154181026280508,-0.0346492728189165,-0.00189793515255723,-0.00206471202132254,0.00428379453423571,0.00938223223276193,-0.000595784311518566,0.0262185834553962,0.0164006771209776,0.0153935042623217,0.0122772208908052,0.00891524456991392,-0.0082479763883489,0.0119912582065273,0.00434062469544917,0.00162316172598583,-0.00208394913362915,-0.0140990644214698,-0.0202236737471109,-0.0206241308615084,-0.0090654641301008,-0.000756121288003669,-0.0122843103250025,-0.0249542709585517,-0.0121854155029495,-0.00488903853826515,-0.00548151920458797,0.0154602723586754,-0.00782170415677972,-0.0113712788926682,0.00412587889015376,0.0103180055603618,0.00875795588632242,-0.0176872360073759,-0.00948699751624658,0.0221606575121157,0.0232658139675514,0.0505481267238171,0.091744828948277
