"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013"
1,0.00239093598572807,0.0133350153044081,-0.00151886393420996,-0.00334395939544738,-0.00398034848415536,-0.00686228596756402,-0.00819390150312046,-0.00194101256198821,-0.00618913700441277,-0.0121912468173839,0.0100512900227901,-0.0110110528845523,-0.036948322277678,-0.0283318098387157,-0.00950662527634841,-0.0106776892406318,-0.0115388997292124,-0.034181978342092,-0.01430509635208,-0.0118634886088306,5.76567705479856e-05,-0.00498936990889966,-0.0262120853781521,-0.0137558019451936,-0.0384850289253151,-0.0479314849240757,0.140604303440847,0.14402643415471,-0.15190607400618,-0.169616312738558,-0.181990374153107,-0.16860796323906,-0.1959054026091,-0.17984868016166,-0.128355854382264,0.0312038789849967,0.00865133643158444,-0.0152529010281173,-0.038499915741181,-0.108429840894026,-0.13650735758246,-0.0419141689337406,0
