"1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011"
1,-0.0491189749190381,0.121017007897648,-0.0172122301406359,0.0013465684100015,0.00356254200512065,-0.00558778162496811,-0.0522449222972699,-0.0163494019731016,-0.00537354493108508,0.0163820705887126,-0.0072496773479409,0.0149377667709745,0.00782274393087128,0.0712997790731502,-0.0488154591011654,-0.0516829548462799,0.051106980201035,-0.0389858875388468,-0.0218135645787135,-0.0863180623740762,-0.0110192113694161,-0.0358275319483914,0.0317411521205827,-0.0673511378830191,-0.0240406516996288,-0.0277847086860643,0.0241591719495659,0.0774597430925703,-0.0276723337032681,0.0177357500796685,0.0206406302108092,-0.000865652068404565,-0.0202391540341081,0.0814792810303565,-0.0454839928845659,-0.0531091444053329,0.0435870149152818,0.036313022845552,-0.0377657328296374,-0.100232471405548,0.017266062640098
