Lower Bound +,Indicator Label,Lower Bound,Indicator Subcategory,Indicator Type Key,Indicator Unit,Upper Bound,Indicator Value,Upper Bound ,Lower Bound ,Upper Bound -,Panel,Panel Label,Panel_Label_Upper,Panel_Max_Year,Panel_Min_Year,Practice Goal,Practice Key,Practice Name,US_Indicator,Value_First_Last,Year
,Global Average Surface Temperature,-0.027,,GCS_CE_A,Pre-industrial temperature anomaly (Celsius),0.101,0.037,0.101,-0.027,,State,Surface Temperature,SURFACE TEMPERATURE,2018,1850,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1933
,Global Average Surface Temperature,-0.021,,GCS_CE_A,Pre-industrial temperature anomaly (Celsius),0.121,0.05,0.121,-0.021,,State,Surface Temperature,SURFACE TEMPERATURE,2018,1850,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1922
0,Global Average Surface Temperature,0,,GCS_CE_A,Pre-industrial temperature anomaly (Celsius),0.138,0.069,0.138,,,State,Surface Temperature,SURFACE TEMPERATURE,2018,1850,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1923
0.010000000,Global Average Surface Temperature,0.010000000,,GCS_CE_A,Pre-industrial temperature anomaly (Celsius),0.144,0.077,0.144,,,State,Surface Temperature,SURFACE TEMPERATURE,2018,1850,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1924
0.047,Global Average Surface Temperature,0.047,,GCS_CE_A,Pre-industrial temperature anomaly (Celsius),0.189,0.118,0.189,,,State,Surface Temperature,SURFACE TEMPERATURE,2018,1850,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1925
0.19,Global Average Surface Temperature,0.19,,GCS_CE_A,Pre-industrial temperature anomaly (Celsius),0.33,0.26,0.33,,,State,Surface Temperature,SURFACE TEMPERATURE,2018,1850,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1926
0.081,Global Average Surface Temperature,0.081,,GCS_CE_A,Pre-industrial temperature anomaly (Celsius),0.213,0.147,0.213,,,State,Surface Temperature,SURFACE TEMPERATURE,2018,1850,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1927
,Global Average Surface Temperature,-0.15,,GCS_CE_A,Pre-industrial temperature anomaly (Celsius),0.012,-0.069,0.012,-0.15,,State,Surface Temperature,SURFACE TEMPERATURE,2018,1850,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1916
,Global Average Surface Temperature,-0.263,,GCS_CE_A,Pre-industrial temperature anomaly (Celsius),-0.101,-0.182,,-0.263,-0.101,State,Surface Temperature,SURFACE TEMPERATURE,2018,1850,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1917
,Global Average Surface Temperature,-0.097,,GCS_CE_A,Pre-industrial temperature anomaly (Celsius),0.057,-0.02,0.057,-0.097,,State,Surface Temperature,SURFACE TEMPERATURE,2018,1850,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1918
,Global Average Surface Temperature,-0.022,,GCS_CE_A,Pre-industrial temperature anomaly (Celsius),0.146,0.062,0.146,-0.022,,State,Surface Temperature,SURFACE TEMPERATURE,2018,1850,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1919
,Global Average Surface Temperature,-0.004000000,,GCS_CE_A,Pre-industrial temperature anomaly (Celsius),0.158,0.077,0.158,-0.004000000,,State,Surface Temperature,SURFACE TEMPERATURE,2018,1850,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1920
0.069,Global Average Surface Temperature,0.069,,GCS_CE_A,Pre-industrial temperature anomaly (Celsius),0.215,0.142,0.215,,,State,Surface Temperature,SURFACE TEMPERATURE,2018,1850,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1921
,Global Average Surface Temperature,-0.234,,GCS_CE_A,Pre-industrial temperature anomaly (Celsius),-0.086,-0.16,,-0.234,-0.086,State,Surface Temperature,SURFACE TEMPERATURE,2018,1850,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1910
,Global Average Surface Temperature,-0.249,,GCS_CE_A,Pre-industrial temperature anomaly (Celsius),-0.103,-0.176,,-0.249,-0.103,State,Surface Temperature,SURFACE TEMPERATURE,2018,1850,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1911
,Global Average Surface Temperature,-0.179,,GCS_CE_A,Pre-industrial temperature anomaly (Celsius),-0.031,-0.105,,-0.179,-0.031,State,Surface Temperature,SURFACE TEMPERATURE,2018,1850,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1912
,Global Average Surface Temperature,-0.132,,GCS_CE_A,Pre-industrial temperature anomaly (Celsius),0.008000000,-0.062,0.008000000,-0.132,,State,Surface Temperature,SURFACE TEMPERATURE,2018,1850,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1913
0.037,Global Average Surface Temperature,0.037,,GCS_CE_A,Pre-industrial temperature anomaly (Celsius),0.181,0.109,0.181,,,State,Surface Temperature,SURFACE TEMPERATURE,2018,1850,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1914
0.092,Global Average Surface Temperature,0.092,,GCS_CE_A,Pre-industrial temperature anomaly (Celsius),0.25,0.171,0.25,,,State,Surface Temperature,SURFACE TEMPERATURE,2018,1850,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1915
,Global Average Surface Temperature,-0.255,,GCS_CE_A,Pre-industrial temperature anomaly (Celsius),-0.087,-0.171,,-0.255,-0.087,State,Surface Temperature,SURFACE TEMPERATURE,2018,1850,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1904
,Global Average Surface Temperature,-0.088,,GCS_CE_A,Pre-industrial temperature anomaly (Celsius),0.07,-0.009000000,0.07,-0.088,,State,Surface Temperature,SURFACE TEMPERATURE,2018,1850,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1905
,Global Average Surface Temperature,-0.011,,GCS_CE_A,Pre-industrial temperature anomaly (Celsius),0.143,0.066,0.143,-0.011,,State,Surface Temperature,SURFACE TEMPERATURE,2018,1850,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1906
,Global Average Surface Temperature,-0.185,,GCS_CE_A,Pre-industrial temperature anomaly (Celsius),-0.029,-0.107,,-0.185,-0.029,State,Surface Temperature,SURFACE TEMPERATURE,2018,1850,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1907
,Global Average Surface Temperature,-0.206,,GCS_CE_A,Pre-industrial temperature anomaly (Celsius),-0.044,-0.125,,-0.206,-0.044,State,Surface Temperature,SURFACE TEMPERATURE,2018,1850,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1908
,Global Average Surface Temperature,-0.257,,GCS_CE_A,Pre-industrial temperature anomaly (Celsius),-0.115,-0.186,,-0.257,-0.115,State,Surface Temperature,SURFACE TEMPERATURE,2018,1850,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1909
,Global Average Surface Temperature,-0.175,,GCS_CE_A,Pre-industrial temperature anomaly (Celsius),-0.011,-0.093,,-0.175,-0.011,State,Surface Temperature,SURFACE TEMPERATURE,2018,1850,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1898
,Global Average Surface Temperature,-0.009000000,,GCS_CE_A,Pre-industrial temperature anomaly (Celsius),0.159,0.075,0.159,-0.009000000,,State,Surface Temperature,SURFACE TEMPERATURE,2018,1850,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1899
0.107,Global Average Surface Temperature,0.107,,GCS_CE_A,Pre-industrial temperature anomaly (Celsius),0.261,0.184,0.261,,,State,Surface Temperature,SURFACE TEMPERATURE,2018,1850,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1900
0.028,Global Average Surface Temperature,0.028,,GCS_CE_A,Pre-industrial temperature anomaly (Celsius),0.196,0.112,0.196,,,State,Surface Temperature,SURFACE TEMPERATURE,2018,1850,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1901
,Global Average Surface Temperature,-0.109,,GCS_CE_A,Pre-industrial temperature anomaly (Celsius),0.053,-0.028,0.053,-0.109,,State,Surface Temperature,SURFACE TEMPERATURE,2018,1850,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1902
,Global Average Surface Temperature,-0.204,,GCS_CE_A,Pre-industrial temperature anomaly (Celsius),-0.05,-0.127,,-0.204,-0.05,State,Surface Temperature,SURFACE TEMPERATURE,2018,1850,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1903
,Global Average Surface Temperature,-0.178,,GCS_CE_A,Pre-industrial temperature anomaly (Celsius),-0.004,-0.091,,-0.178,-0.004,State,Surface Temperature,SURFACE TEMPERATURE,2018,1850,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1892
,Global Average Surface Temperature,-0.177,,GCS_CE_A,Pre-industrial temperature anomaly (Celsius),0.013,-0.082,0.013,-0.177,,State,Surface Temperature,SURFACE TEMPERATURE,2018,1850,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1893
,Global Average Surface Temperature,-0.155,,GCS_CE_A,Pre-industrial temperature anomaly (Celsius),0.005,-0.075,0.005,-0.155,,State,Surface Temperature,SURFACE TEMPERATURE,2018,1850,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1894
,Global Average Surface Temperature,-0.093,,GCS_CE_A,Pre-industrial temperature anomaly (Celsius),0.075,-0.009000000,0.075,-0.093,,State,Surface Temperature,SURFACE TEMPERATURE,2018,1850,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1895
0.008000000,Global Average Surface Temperature,0.008000000,,GCS_CE_A,Pre-industrial temperature anomaly (Celsius),0.174,0.091,0.174,,,State,Surface Temperature,SURFACE TEMPERATURE,2018,1850,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1896
0.021,Global Average Surface Temperature,0.021,,GCS_CE_A,Pre-industrial temperature anomaly (Celsius),0.195,0.108,0.195,,,State,Surface Temperature,SURFACE TEMPERATURE,2018,1850,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1897
,Global Average Surface Temperature,-0.276,,GCS_CE_A,Pre-industrial temperature anomaly (Celsius),-0.072000000,-0.174,,-0.276,-0.072000000,State,Surface Temperature,SURFACE TEMPERATURE,2018,1850,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1886
,Global Average Surface Temperature,-0.283,,GCS_CE_A,Pre-industrial temperature anomaly (Celsius),-0.109,-0.196,,-0.283,-0.109,State,Surface Temperature,SURFACE TEMPERATURE,2018,1850,"By 2030, an equitable and just transition is underway that limits warming to 1.5°C, protects people and nature, and builds a climate resilient future.",521,Climate & Energy,Yes,,1887
